Row ID,Área de solicitação,Natureza da atividade,Tipo de atividade,Descrição da atividade,Detalhamento da atividade,OPCOES,lembrete
mMS76cp4sk4Hm20QRQ0awe,PATRIMÔNIO,Movimentação de bens,Logística reversa de distribuição (recolhimento para descarte),Mobiliário,"Motivo/Estado - Bem inservível (imprestável, obsoleto, ocioso ou irrecuperável)",Obs.,"anexar. 
Motivo/Estado
Imagem do laudo para descarte
Valor do orçamento para reparo
Descrição do(s) bem(s)
Quantidade"
jBHOTw_i8R4fyUeJqlkCH9,PATRIMÔNIO,Movimentação de bens,Logística reversa de distribuição (recolhimento para descarte),Mobiliário,"Motivo/Estado - Bem deteriorado (inservível, mas pode ser reparado)",Obs.,"anexar. 
Motivo/Estado
Imagem do laudo para descarte
Valor do orçamento para reparo
Descrição do(s) bem(s)
Quantidade"
GQg-pzmVs54-2SkGUktRza,PATRIMÔNIO,Movimentação de bens,Logística reversa de distribuição (recolhimento para descarte),Equipamentos - Eletromésticos,"Motivo/Estado - Bem inservível (imprestável, obsoleto, ocioso ou irrecuperável)",Obs.,"anexar. 
Motivo/Estado
Imagem do laudo para descarte
Valor do orçamento para reparo
Descrição do(s) bem(s)
Quantidade"
CX65rjiDYg4R6zJbx1FbJc,PATRIMÔNIO,Movimentação de bens,Logística reversa de distribuição (recolhimento para descarte),Equipamentos - Eletromésticos,"Motivo/Estado - Bem deteriorado (inservível, mas pode ser reparado)",Obs.,"anexar. 
Motivo/Estado
Imagem do laudo para descarte
Valor do orçamento para reparo
Descrição do(s) bem(s)
Quantidade"
8GVge4G_7H45IcDIoHBKs6,PATRIMÔNIO,Movimentação de bens,Logística reversa de distribuição (recolhimento para descarte),Equipamentos - TIC,"Motivo/Estado - Bem inservível (imprestável, obsoleto, ocioso ou irrecuperável)",Obs.,"anexar. 
Motivo/Estado
Imagem do laudo para descarte
Valor do orçamento para reparo
Descrição do(s) bem(s)
Quantidade"
RbCL8rWbqH4MqXT_4kLSG1,PATRIMÔNIO,Movimentação de bens,Logística reversa de distribuição (recolhimento para descarte),Equipamentos - TIC,"Motivo/Estado - Bem deteriorado (inservível, mas pode ser reparado)",Obs.,"anexar. 
Motivo/Estado
Imagem do laudo para descarte
Valor do orçamento para reparo
Descrição do(s) bem(s)
Quantidade"
mGs4Vi3gWe40MOks-1N7z7,SEGURANÇA ESCOLAR,Visita técnica segurança escolar,Consulta sobre instalação de alarmes,,,Obs.,
4bjO6wAQuY4UA7x0z5jMD3,SEGURANÇA ESCOLAR,Visita técnica segurança escolar,Consulta sobre instalação de câmeras,,,Obs.,
SnkrCNIHV04wUdLBC4R7ee,SEGURANÇA ESCOLAR,Visita técnica segurança escolar,Orientações gerais sobre contato com órgãos de segurança,,,Obs.,
nFulyzyErV4NMGA0EZaZKb,SEGURANÇA ESCOLAR,Visita técnica segurança escolar,Orientações sobre os serviços da empresa contratada,,,Obs.,
-TVA-k7RSV4TExaRyirfN3,SEGURANÇA ESCOLAR,Visita técnica segurança escolar,Ajuste nos equipamentos já instalados,,,Obs.,
ualtC8XWY04i2o8t_lc4t9,SEGURANÇA ESCOLAR,"Ocorrências (furto, roubo, arrombamento, depredação)",,,,Obs.,Foto ou PDF do B.O. ou REDS
wjElWI3Duj4IeJldc_m2Fe,SEGURANÇA ESCOLAR,"Ocorrências (furto, roubo, arrombamento, depredação)",,,,Obs.,Data da ocorrência
fKoT_iHMll45EBgJmpIZaf,SEGURANÇA ESCOLAR,"Ocorrências (furto, roubo, arrombamento, depredação)",,,,Obs.,Descrição dos bens subtraídos ou danificados
R1j1k8dReK4_qIVqtC5de6,SEGURANÇA ESCOLAR,"Ocorrências (furto, roubo, arrombamento, depredação)",,,,Obs.,"Indicação da ocorrência de danos graves (falta de energia elétrica ou de alimentos, se houve agressão a alguém da unidade)"
eDebOFfH1O4kyYLH_ebEOe,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Demarcação de novos pontos em rotas,Rota,,Obs.,
D-l-qVxcSe4mEhcnfyAJFd,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Demarcação de novos pontos em rotas,Turno,Manhã,Obs.,
wFso_caoYR4YU8zBwYUad6,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Demarcação de novos pontos em rotas,Turno,Tarde,Obs.,
czLyqQneBb4W2My2YZPVN3,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Demarcação de novos pontos em rotas,Turno,Noite,Obs.,
2Mk2s4DN9y4tYB8BhItshc,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Demarcação de novos pontos em rotas,Trajeto,Ida,Obs.,
sawXzuFLN84IMY1xDUY4oe,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Demarcação de novos pontos em rotas,Trajeto,Volta,Obs.,
O6FR026eNk4zM_z5S9AfKd,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Demarcação de novos pontos em rotas,Trajeto,Ida e volta,Obs.,
lAHEiZ8n9J4WeoncOzcwhe,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Alteração de rota,Motivo,Condições das vias,Obs.,
BjXpx_ARVa44eBO4h9jxAa,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Alteração de rota,Motivo,Condições de segurança do trajeto,Obs.,
7Hy3FEMzr34JmWUE5NXAB0,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Alteração de rota,Motivo,Duração do trajeto,Obs.,
5dRwx552884ii0HoXro6n3,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Alteração de rota,Motivo,Solicitação de pais/responsáveis,Obs.,
9A8ZDISXY_4Byjr3BhnTl8,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Alteração de rota,Turno,Manhã,Obs.,
2DizKV1iXb4PmdTmUqI3c3,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Alteração de rota,Turno,Tarde,Obs.,
_lufli92Ws4EAp6_GZ44S7,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Alteração de rota,Turno,Noite,Obs.,
UdEyLiT0ps4-uoyYv5NOk3,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Alteração de rota,Trajeto,Ida,Obs.,
GU0GF8REK74d6_FnndVFQ4,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Alteração de rota,Trajeto,Volta,Obs.,
ZzSlwWnnk743q5GR0Fppx5,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Alteração de rota,Trajeto,Ida e volta,Obs.,
0p3NgcbtVj4wyd2_QzfuU1,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Acréscimo de serviços,Aumento de veículos para a unidade,Anexar arquivo com lista de educandos na lista de espera e seus respectivos endereços,Obs.,
I-LAlkgh4Q4YQcii9Y2Lg7,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Acréscimo de serviços,Aumento de viagens de veículos que já atendem a unidade,Anexar arquivo com lista de educandos na lista de espera e seus respectivos endereços,Obs.,
HrduRVzskK4w2HQDWy-p48,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Acréscimo de serviços,Atendimento de regiões fora do zoneamento da unidade,,Obs.,"anexar. Localização (rota, endereço e/ou ponto de referência)"
HwX-rx3HgL4OmnFQuriUAc,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Indicação de trechos críticos,Possibilidade ou ocorrência de alagamento,"Localização (rota, endereço e/ou ponto de referência)",Obs.,"anexar. Localização (rota, endereço e/ou ponto de referência)"
BBIH1I7trx4d6N4ErWdyyb,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Indicação de trechos críticos,Via íngreme (pode causar capotamento do veículo),,Obs.,"anexar. Localização (rota, endereço e/ou ponto de referência)"
YfwnecYqEE4JUxLRRtyLQ7,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Indicação de trechos críticos,Trânsito intenso de animais,,Obs.,"anexar. Localização (rota, endereço e/ou ponto de referência)"
IMh9wwQy9B4_I5xcUCruoc,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Indicação de trechos críticos,Ponte com risco estrutural,,Obs.,"anexar. Localização (rota, endereço e/ou ponto de referência)"
M_vqB27S6f4X6f-skC0E7b,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Indicação de trechos críticos,Via esburacada (impede o trânsito),,Obs.,"anexar. Localização (rota, endereço e/ou ponto de referência)"
jEW5bokwfs4VezxLqitXo4,TRANSPORTE ESCOLAR,Solicitação de serviços transporte,Indicação de trechos críticos,Via com risco de deslizamento de terras,,Obs.,"anexar. Localização (rota, endereço e/ou ponto de referência)"
6hTyutFVhR4Q2k9CCn3FJc,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Equipamentos com defeito (reclamação),Aparelho de ar-condicionado,Obs.,"anexar. Placa, modelo, motorista"
104sBSMaHv4G67HSVlNrF6,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Equipamentos com defeito (reclamação),Cintos de segurança,Obs.,"anexar. Placa, modelo, motorista"
P9rTax2-uz4CUYR8LtUAt5,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Equipamentos com defeito (reclamação),Faróis ou lanternas,Obs.,"anexar. Placa, modelo, motorista"
0A0wkpzMbx4Hix8BRCFBZ5,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Equipamentos com defeito (reclamação),Janelas ou para-brisas,Obs.,"anexar. Placa, modelo, motorista"
lV0fxU_HOa4QyCP7cOjSzd,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Equipamentos com defeito (reclamação),Pneus ou rodas,Obs.,"anexar. Placa, modelo, motorista"
oZ5CziUSG64WA8XNHHt8d7,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Equipamentos com defeito (reclamação),Portas ou travas,Obs.,"anexar. Placa, modelo, motorista"
BE-E7M4rv94oi9ULTHazS3,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Equipamentos com defeito (reclamação),Falhas mecânicas,Obs.,"anexar. Placa, modelo, motorista"
zAMcrIegK24hI0_96Pammb,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Problemas de conforto (reclamação),Assentos,Obs.,"anexar. Placa, modelo, motorista"
8100by7CPq4G6kabeDucK1,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Problemas de conforto (reclamação),Higiene,Obs.,"anexar. Placa, modelo, motorista"
b6ZcvjafbM43QciNvh2Rt4,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Problemas de conforto (reclamação),Ventilação,Obs.,"anexar. Placa, modelo, motorista"
-H_z_yGmn44pi2W-WfDAeb,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Descumprimento da legislação (denúncia),Ausência de selo ou autorização provisória,Obs.,"anexar. Placa, modelo, motorista"
Y-atFqO72Q4CacBLusfSV6,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Descumprimento da legislação (denúncia),Ausência de laudo de inspeção veicular vigente,Obs.,"anexar. Placa, modelo, motorista"
KD0vuLWtjZ4HAdjmSzGeC9,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Descumprimento da legislação (denúncia),Ausência de plotagem ou pintura (faixa amarela ESCOLAR),Obs.,"anexar. Placa, modelo, motorista"
sC5r0u8ttG4QakKz7LKHc4,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Descumprimento da legislação (denúncia),Ausência de equipamentos de acessibilidade,Obs.,"anexar. Placa, modelo, motorista"
AR1dnb2pUz4OmGE_HRIqT6,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Descumprimento da legislação (denúncia),Ausência de placa vermelha,Obs.,"anexar. Placa, modelo, motorista"
Lu3p76N9_y43YX6B2vuUf2,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Descumprimento da legislação (denúncia),Ausência de extintores de incêndio,Obs.,"anexar. Placa, modelo, motorista"
sQis4PGizn4WMx0wvMVvq8,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Descumprimento da legislação (denúncia),Ausência de cinto de segurança,Obs.,"anexar. Placa, modelo, motorista"
pnUdO-gpmw4CihHDU_Gtr0,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Veículo,Descumprimento da legislação (denúncia),Ausência de estepe,Obs.,"anexar. Placa, modelo, motorista"
ZDX3ye9--E4f6vAxvUalp4,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Condutor,Pontualidade - atrasos (reclamação),Horários (atrasados) de chegada dos educandos na unidade.,Obs.,"anexar. Placa, modelo, motorista, dias e horários atrasados"
C2jHueevTI4mUo0s8Wo6_c,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Condutor,Assiduidade - faltas (reclamação),Dias (faltas) do motorista,Obs.,"anexar. Placa, modelo, motorista, quantidade de faltas"
VLM1TqTiD24o68CMjFz5U4,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Condutor,Desvio injustificado de rota (denúncia),,Obs.,"anexar. Placa, modelo, motorista, local do desvio"
_By0w6hqno47eDbGBFyKGb,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Condutor,Falta de atenção,Durante o embarque e o desembarque,Obs.,"anexar. Placa, modelo, motorista"
vLOcY-YHPl4QUKM64F5238,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Condutor,Falta de atenção,Negligência no tratamento de crianças pequenas,Obs.,"anexar. Placa, modelo, motorista"
XJjHefV6O24dILACzPAWm7,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Condutor,"Comunicação - falta de respeito, cordialidade, discussões (reclamação)",Ocorrência com educandos,Obs.,anexar. Dados das ocorrencias
K_JsdiU_aW4iICPJ8dchf3,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Condutor,"Comunicação - falta de respeito, cordialidade, discussões (reclamação)",Ocorrência com familiares ou responsáveis dos educandos,Obs.,anexar. Dados das ocorrencias
2RPQp3EsaE4ZAEMOO3V8h6,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Condutor,"Comunicação - falta de respeito, cordialidade, discussões (reclamação)",Ocorrência com servidores,Obs.,anexar. Dados das ocorrencias
-Adpg_Z4624leSyofBydbc,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Condutor,Direção imprudente (denúncia),Alta velocidade,Obs.,"anexar. Placa, modelo, motorista"
WZl4ODJ8Bh4MYmMDHuQvo7,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Condutor,Direção imprudente (denúncia),Uso de celular ou outro aparelho enquanto dirige,Obs.,"anexar. Placa, modelo, motorista"
nSyI5um1D74ly3tTHUC4bb,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Condutor,Direção imprudente (denúncia),Desrespeito a normas de trânsito,Obs.,"anexar. Placa, modelo, motorista"
bxz_Vtc4Tx4RM_-NiLj6k8,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Condutor,Assédio ou abuso sexual (denúncia),,Obs.,"anexar. 
Data da ocorrência
Horário da ocorrência
Nome do condutor"
5J1CHgopI449qXU1VZ-ds7,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Serviços,Demora na substituição de veículo com falha mecânica (reclamação),,Obs.,"anexar. Placa, modelo, motorista, tempo de espera"
ZOmJnCCcok4F6KqSEQaQt3,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Serviços,Falhas mecânicas recorrentes (reclamação),,Obs.,"anexar. Placa, modelo, motorista, rota"
xo8Iqaxqgk4FI_jOqOMBi5,TRANSPORTE ESCOLAR,Reclamação (insatisfação sobre a qualidade dos serviços) ou denúncia (descumprimento da legislação),Serviços,"Não reposição de veículo, em caso de ausência de condutor (reclamação)",,Obs.,"anexar. Placa, modelo, motorista, data, horário, rota"
2TQQ90yIcL4JQThaNeJNl0,DETIC,COMPUTADOR,APITANDO,,,Obs.,
PYg9YzA9Hv4gIayanv-DA3,DETIC,COMPUTADOR,HORÁRIO INCORRETO,,,Obs.,
Ex8SY9dv7-4hmZ54C0rJc6,DETIC,COMPUTADOR,MONITOR,,,Obs.,
6cOeo9TOuX4OiY5lsaDQy5,DETIC,COMPUTADOR,NÃO DESLIGA,,,Obs.,
fCPQmK5bNR4dQSnm__2PT9,DETIC,COMPUTADOR,NÃO LIGA,,,Obs.,
mZ5qnhD1eW4B6q37A57V76,DETIC,COMPUTADOR,SEM IMAGEM,,,Obs.,
bqL1aFhSyJ4amRD4K3lxma,DETIC,COMPUTADOR,TECLADO,,,Obs.,
4HdwOTVjxw4E6TvAOC6U8f,DETIC,COMPUTADOR,TROCA DE SENHA,,,Obs.,
zkMAMq9eB84oIcUAGfkCL7,DETIC,COMPUTADOR,TROCA DE PEÇA,,,Obs.,
B1K22OpV_H4xaEVzmlCcV1,DETIC,IMPRESSORA,MANCHA NA IMPRESSÃO,,,Obs.,
13ZFfXf4Fe48ACIqVbrSA3,DETIC,IMPRESSORA,PAPEL ATOLADO,,,Obs.,
B-TYgAaKcd4Mqp5cCjQRlf,DETIC,IMPRESSORA,SCANNER,,,Obs.,
Iig3olhnUr4uuqVFRHrV81,DETIC,IMPRESSORA,TONALIDADE,,,Obs.,
plyy3HsIbR4detXiFD0Jz5,DETIC,INSTALAÇÃO,IMPRESSORA NOVA,,,Obs.,
i22r7LhiqV4lEvUQLm3hWb,DETIC,INSTALAÇÃO,ROTEADOR OU AP,,,Obs.,
n6-kM30LeI42qXX0PiRVwb,DETIC,INSTALAÇÃO,PROGRAMAS,,,Obs.,
vvb1Ycw8sV4-yC7MX8xMSa,DETIC,INTERNET,INSTALAÇÃO,,,Obs.,
qKg3xU1l2U4DIlwdmG-Z24,DETIC,INTERNET,SEM CONEXÃO CABEADA,,,Obs.,
FUtDNECw8a4CivqvS1K8zd,DETIC,INTERNET,SEM NENHUMA CONEXÃO,,,Obs.,
AEXHut9oQE4t6iau9S6N22,DETIC,REDE CABEADA,CONFIGURAÇÃO,,,Obs.,
HKLZbxnXsZ4d6dOKwFeek6,DETIC,REDE CABEADA,MANUTENÇÃO,,,Obs.,
67aLPH4g0D4xqgJPw2xEq0,DETIC,REDE SEM FIO,INSTALAÇÃO DE EQUIPAMENTO,,,Obs.,
g-lFzaMpVr4CIypC4CFBae,DETIC,REDE SEM FIO,TROCAR SENHA,,,Obs.,
ThYdvVqiMU4h2StREcu9Zd,DETIC,TELEFONE,NÃO ORIGINA CHAMADA,,,Obs.,
NbRe2w8Vxu45ab0htofR67,DETIC,TELEFONE,RUÍDO NA LINHA,,,Obs.,
JGuJqzFJz94Vypl1THEBW5,DETIC,SISTEMA ACADEMICO,INSTABILIDADE,,,Obs.,
lPZreXAdC-4feRgpMwPY25,DETIC,SISTEMA ACADEMICO,SEM CONEXÃO,,,Obs.,
X5RCB5h0vs4Cu-1O9_UCqe,DETIC,DOCUMENTOS,LAUDO PARA DISCARTE,,,Obs.,
engyL7MmNG4jy62S9LmPI9,DETIC,DOCUMENTOS,JUSTIFICATIVA,,,Obs.,
